Nr;Text_vorher;UNG.NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Titelstichwort;Erstglied;Lemma;Adj;mit_adj_Mod;Det;als_praep_Kompl;Praeposition;Material_zwischen_Prep_und_Nom;NOM_V;FVG;Genitiv;Zweitglied;Numerus;Simplexbasis;Fremdwortbasis;ig;Hapax_Legomenon;Anmerkungen;Majuskel;ierung;Kompositum;Praefix;Anzahl_Praefixe;Praefix_Kombi;Basisverb;Basisverb_alternativ;PREP_DET_NOM;Syntagma
494; Wer die Wirthin machen? Hab ich ihm wegen unsrer ;Verbindung; nicht Dank zu sagen? Ethelwold fuer sich. Sie red;DRAM_P3_WOD_1783_ElfrideRAW.txt;DRAM;P3;WOD;1783;1785;ElfrideRAW.txt;NA;Verbindung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verbinden;NA;NEIN;NEIN
496;s zu verbergen, auch hab ich keine Ursach mich in ;Verstellung; einzuhuellen. Ethelwold. Ihr Herz gleicht Ihrem A;DRAM_P3_WOD_1783_ElfrideRAW.txt;DRAM;P3;WOD;1783;1785;ElfrideRAW.txt;NA;Verstellung;NA;NEIN;KEIN;NEIN;in;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verstellen;NA;NEIN;NEIN
497;Zeiten schweben sah aengstigten mein Herz. In der ;Mittheilung; dieses Geheimnisses muessen sich alle Zweifel loe;DRAM_P3_WOD_1783_ElfrideRAW.txt;DRAM;P3;WOD;1783;1785;ElfrideRAW.txt;NA;Mitteilung;NA;NEIN;b;NEIN;in;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;mitteilen;NA;NEIN;NEIN
498;i√ü gliechen. Elfride. So war's nicht Zufall oder ;Neigung;, wie Sie mir sagten, der Sie auf mein Schlo√ü fue;DRAM_P3_WOD_1783_ElfrideRAW.txt;DRAM;P3;WOD;1783;1785;ElfrideRAW.txt;NA;Neigung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;YES;NA;NA;NA;NA;neigen;NA;NEIN;NEIN
499;u besizen wagte. Bald merkte ich, da ich die edle ;Neigungen; Ihres Herzens naeher kennen lernte, da√ü nur ich ;DRAM_P3_WOD_1783_ElfrideRAW.txt;DRAM;P3;WOD;1783;1785;ElfrideRAW.txt;NA;Neigung;edel;JA;b;NEIN;NA;NA;NA;NA;postnom;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;neigen;NA;NEIN;NEIN
500;tte, wuerde die Krone einem Herzen, wie das Ihre, ;Erstattung; seyn? In meinem Herzen fuehlt' ich all das Leben,;DRAM_P3_WOD_1783_ElfrideRAW.txt;DRAM;P3;WOD;1783;1785;ElfrideRAW.txt;NA;Erstattung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erstatten;NA;NEIN;NEIN
501; Kraft angezones Lehrsatzes/ wolte nach etzlicher ;Meinung; weiter folgen/ dafern man sonst dabey (da√ü keine;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Meinung;NA;NEIN;s;JA;nach;MOD;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;meinen;NA;NEIN;NEIN
502;redt werden/ oder die dem Worte eine behuelfliche ;Zustimmung; nohtwendig nicht mit geben/ auch im schreiben/ al;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Zustimmung;behilflich;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;zu;NA;NA;zustimmen;NA;NEIN;NEIN
503;erden den Inhalt dieses Lehrsatzes etwa fuer eine ;Neuerung; halten/ und das/ was einmahl bekant und beliebt/ ;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Neuerung;NA;NEIN;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;YES;NA;NA;NA;NA;neuern;NA;NEIN;NEIN
504;goennen/ also mu√ü jedoch auch der kunstmaessigen ;Untersuchung;/ und der Sprachlehre selbst/ die Hand nicht gebun;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Untersuchung;kunstm‰ﬂig;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;unter;NA;NA;untersuchen;NA;NEIN;NEIN
505;hen Druekkereyen/ und in alten Buechern die Recht ;schreibung;/ wie dieser Lehrsatz mitbringet/ sey in acht geno;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Rechtschreibung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;rechtschreiben;NA;NEIN;NEIN
506;te gute Uhrsache/ kan auch jhre gute durchgehende ;Wirkung; zu rechter Zeit wol schaffen: Erkennet man den/ n;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Wirkung;durchgehend;JA;s;NEIN;NA;NA;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;wirken;NA;NEIN;NEIN
507;am an/ wan man Buchstabiren mu√ü d/ i/ e/ und mit ;Auslassung; des letzten Buchstabens nur aussprechen di. Warum;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Auslassung;NA;NEIN;KEIN;JA;mit;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;aus;NA;NA;auslassen;NA;NEIN;NEIN
508;notulis gloriolamcaptare. Und ist es einer groben ;Verleumdung; nicht ungleich/ wan wolgemeinte grundrichtige Bew;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Verleumdung;grob;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verleumden;NA;NEIN;NEIN
509;ung nicht ungleich/ wan wolgemeinte grundrichtige ;Beweisung; und Anfuehrung in Teutscher Sprache mit dem Nahme;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Beweisung;grundrichtig;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;beweisen;NA;NEIN;NEIN
510;eich/ wan wolgemeinte grundrichtige Beweisung und ;Anfuehrung; in Teutscher Sprache mit dem Nahmen einer Neuerun;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Anf¸hrung;grundrichtig;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anfuehren;NA;NEIN;NEIN
511;uehrung in Teutscher Sprache mit dem Nahmen einer ;Neuerung; sich mu√ü beuhrteihlen lassen. In dieser Sprachku;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Neuerung;NA;NEIN;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;YES;NA;NA;NA;NA;neuern;NA;NEIN;NEIN
512;nen Gruenden und vernuenftigen Uhrsachen/ was die ;Rechtschreibung; betrift/ Beifal gegeben/ wiewol doch in etzlichen;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Rechtschreibung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;rechtschreiben;NA;NEIN;NEIN
513; muessen/ damit der so kluegelwillige Argwohn der ;Neuerung;/ so viel tuhnlich/ gleichwol besaenftiget werd&#2;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Neuerung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;neuern;NA;NEIN;NEIN
514; wird mit nichten gut geheissen die Kluegeley und ;Einbildung; der jenigen/ die alles ungescheut/ wie es jhnen z;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Einbildung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einbilden;NA;NEIN;NEIN
515;e Germanicae studium vorstellig gemacht/ und dazu ;Anleitung; gegeben wird/ so habe ich aus angezogenen Uhrsach;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Anleitung;NA;NEIN;KEIN;NEIN;NA;NA;geben;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anleiten;NA;NEIN;NEIN
516;n wird/ so habe ich aus angezogenen Uhrsachen die ;Schreibung;/ ie/ behalten/ auch sonderlich mit darum/ weil de;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Schreibung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;schreiben;NA;NEIN;NEIN
517;der unlaugbaren Grundregulen/ geendert und in der ;Schreibung; unbeobachtet worden.)         13.         Anderer;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Schreibung;NA;NEIN;b;NEIN;in;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;schreiben;NA;NEIN;NEIN
518;sdenNASALSTRICH mu√ü man in dem Nennworte auf die ;Geschlechtendung;/ oder auf die mehrere Zahl: In dem Zeitworte aber;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;Geschlecht;Endung;NA;NEIN;b;NEIN;auf;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;enden;NA;NEIN;NEIN
519;itworte aber auf die anderen Zeiten unNASALSTRICH ;Zeitendungen; Achtung geben/ danNASALSTRICH dahero kan man die ;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;Zeit;Endung;andere;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;enden;NA;NEIN;NEIN
520;auf die anderen Zeiten unNASALSTRICH Zeitendungen ;Achtung; geben/ danNASALSTRICH dahero kan man die rechte S;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Achtung;NA;NEIN;KEIN;NEIN;NA;NA;geben;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;achten;NA;NEIN;NEIN
521;g geben/ danNASALSTRICH dahero kan man die rechte ;Schreibung; gewislich warnehmen/ Als:         (Quoties de scr;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Schreibung;recht;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;schreiben;NA;NEIN;NEIN
522;Pfert/ ist die Ausrede fast gleich/ weil aber die ;Geschlechtsendung; (Casus Genitivus) heisset des Pferdes/ und die me;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;Geschlechts;Endung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;enden;NA;NEIN;NEIN
523;edoppelt/ so ofte in dem Nennworte die abfallende ;Zahlendungen; (Casus obliqui) solche Doppelungen nohtwendig erf;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;Zahl;Endung;abfallend;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;enden;NA;NEIN;NEIN
524;ie abfallende Zahlendungen (Casus obliqui) solche ;Doppelungen; nohtwendig erforderen: In den Stamm-Zeitwoerteren;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Doppelung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;doppeln;NA;NEIN;NEIN
525;doppelt/ wanNASALSTRICH die anderen Zeiten solche ;Doppelung; erfoderen/ als:         (In radicibus non nullis ;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Doppelung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;doppeln;NA;NEIN;NEIN
526;tehendes Wort/ welches dem Stammworte durch seine ;Deutung; gleichsam ein anders Wesen gibt/ bestehen mu√ü/ a;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Deutung;NA;NEIN;s;NEIN;durch;NA;NA;NA;prenom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;deuten;NA;NEIN;NEIN
527;e gleichsam zufallen/ und dadurch des Stammwortes ;Zahlendungen;/ (Casus) Ergroesserungen/ (Comparationes) Abwande;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;Zahl;Endung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;enden;NA;NEIN;NEIN
528;und dadurch des Stammwortes Zahlendungen/ (Casus) ;Ergroesserungen;/ (Comparationes) Abwandelungen/ (Declinationes) u;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Ergrˆﬂerung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;er;NA;NA;ergroessern;NA;NEIN;NEIN
529;ndungen/ (Casus) Ergroesserungen/ (Comparationes) ;Abwandelungen;/ (Declinationes) und Zeitwandelungen/ (Conjugatio;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Abwandlung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;ab;NA;NA;abwandeln;NA;NEIN;NEIN
530;Comparationes) Abwandelungen/ (Declinationes) und ;Zeitwandelungen;/ (Conjugationes) geformet und erkant werden/ als ;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Zeitwandlung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;NA;NA;NA;zeitwandeln;NA;NEIN;NEIN
531;stehet/ und ist hievon im ersten Buche gleichfals ;Anfuehrung; geschehen:         Es heissen aber solche zufaell;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Anf¸hrung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anfuehren;NA;NEIN;NEIN
532; ist angetreten.         Es irret auch ferner bey ;Lesung; der Teutschen Sprache die Doppelung sothaner Stam;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Lesung;NA;NEIN;KEIN;JA;bei;KEIN;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;lesen;NA;NEIN;NEIN
533; auch ferner bey Lesung der Teutschen Sprache die ;Doppelung; sothaner Stammletteren nicht allein gar nicht/ so;HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Doppelung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;doppeln;NA;NEIN;NEIN
534;" essentiales an-ge: liter&#281; accidentales ete: ";Entscheidungen;"/ hierin sind liter&#281; radicales Scheid/ litera";HUMA_P1_NoD_1663_HaubtSpracheRAW.txt;HUMA;P1;NoD;1663;1665;HaubtSpracheRAW.txt;NA;Entscheidung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ent;NA;NA;entscheiden;NA;NEIN;NEIN
536;                                          ÔªøIII. ;Abteilung;         Ratseburg ware ehemals die grosse Haubtst;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Abteilung;Zahlwort;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abteilen;NA;NEIN;NEIN
538; Verstaendnis pflaegen.         3. Dem Gebite und ;Beherschung; nach gehoeret das Hohe Stift als der Duhm S: Hoch;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Beherrschung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;be;NA;NA;beherrschen;NA;NEIN;NEIN
539;/ noch groessere gehabt: Dan es Andren fuer disem ;Sazordnungen; fuergeschriben.         Es ruhen zu Razburg vile ;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;Satz;Ordnung;NA;NEIN;DEM;NEIN;f¸r;NA;NA;NA;KEIN;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;ordnen;NA;NEIN;NEIN
540;r wegen der boesen Zeiten Faelle/ Krigeslaeuften/ ;Teurungen;/ Veraenderungen u: a: m: und ofte gar wunderlich ;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Teuerung;NA;NEIN;s;NEIN;wegen;NA;NA;NA;prenom;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;teuern;NA;NEIN;JA
541; boesen Zeiten Faelle/ Krigeslaeuften/ Teurungen/ ;Veraenderungen; u: a: m: und ofte gar wunderlich davon abgekommen;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Ver‰nderung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;veraendern;NA;NEIN;NEIN
542;och wol bestaellet/ Das Feld in gutem Waesen/ die ;Hoelzung; noch von gesundem Baeumen/ Bau- und Braenholz in ;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Hˆlzung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;holzen;NA;NEIN;NEIN
543; auf den Schulden kommen wil/ und zu bereichender ;Narung;" steigen kan;) alleine der Hoechste lachet der Mae";HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Nahrung;bereichernd;JA;KEIN;JA;zu;MOD;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;naehren;nahren;NEIN;NEIN
544;den Narungs und Geldsegen dergestalt durch Hoheit ;Venichtung; suchen.         Die Laere und Glaubensbund ist un;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Vernichtung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vernichten;NA;NEIN;NEIN
545;t/ dabei gutes Land und Akker/ u: s: w.       IV. ;Abteilung;.       Heutigen Zustandes und Bewandnis nach/ so ;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Abteilung;Zahlwort;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abteilen;NA;NEIN;NEIN
546;Baerge nicht herum waeren/ koente eine traefliche ;Festung; davon gemachet waerden/ und ist es aben noch so g;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Festung;trefflich;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;JA;NA;NA;NA;festen;NA;NEIN;JA
547;und muegte/ wan die Hochfuerstl: Herschaften ihre ;Hofhaltungen; daselbst hihlten/ der Ohrt zu keinem geringen Au-;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Hofhaltung;NA;NEIN;s;NEIN;NA;NA;NA;NA;prenom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;hofhalten;NA;NEIN;NEIN
548;cht weit davon das Herliche Gemaehlde von Christi ;Abnaemung; am Kreuze/ drauf Ihrer Hohen Ehrw: und Herlichkei;HUMA_P1_NoD_1667_RatseburgRAW.txt;HUMA;P1;NoD;1667;1665;RatseburgRAW.txt;NA;Abnehmung;NA;NEIN;s;NEIN;von;NA;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ab;NA;NA;abnehmen;NA;NEIN;NEIN
549;rten Umbstaenden erhellt/ da√ü einem jedweden die ;Neigung; zur Wissenschafft der Natur hertz-inniglich anhae;HUMA_P1_NoD_1674_NaturalienKammerRAW.txt;HUMA;P1;NoD;1674;1675;NaturalienKammerRAW.txt;NA;Neigung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;neigen;NA;NEIN;NEIN
550;Wissenschafften sey zu kommen/ weil gleichwol die ;Erfahrung; bezeugt/ da√ü nur die wenigsten darin excelliren?;HUMA_P1_NoD_1674_NaturalienKammerRAW.txt;HUMA;P1;NoD;1674;1675;NaturalienKammerRAW.txt;NA;Erfahrung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erfahren;NA;NEIN;NEIN
551;rnen/ oder aus Bo√üheit und Geitz ihre geistliche ;Vergnuegung; in blossen Mammons-Diensten suchen? und hingegen ;HUMA_P1_NoD_1674_NaturalienKammerRAW.txt;HUMA;P1;NoD;1674;1675;NaturalienKammerRAW.txt;NA;Vergn¸gung;sonderbar;JA;KEIN;NEIN;mit;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vergnuegen;NA;NEIN;NEIN
552;nnen/ einerley innerlichen Beruff zu moeglichster ;Erforschung; der Wunderthaten Gottes haben:       ¬ß. 2. Hiera;HUMA_P1_NoD_1674_NaturalienKammerRAW.txt;HUMA;P1;NoD;1674;1675;NaturalienKammerRAW.txt;NA;Erforschung;NA;NEIN;KEIN;JA;zu;MOD;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erforschen;NA;NEIN;NEIN
553;zu wissen/ da√ü zweyerley Haupt-Wege/ die uns zur ;Erforschung; natuerlicher Dinge fuehren/ sind: der Eine/ das G;HUMA_P1_NoD_1674_NaturalienKammerRAW.txt;HUMA;P1;NoD;1674;1675;NaturalienKammerRAW.txt;NA;Erforschung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erforschen;NA;NEIN;NEIN
554; und der Andre/ das Licht der Natur/ oder die auf ;Erfahrung; gegruendete gesunde Vernunfft.       ¬ß. 3. Das W;HUMA_P1_NoD_1674_NaturalienKammerRAW.txt;HUMA;P1;NoD;1674;1675;NaturalienKammerRAW.txt;NA;Erfahrung;NA;NEIN;KEIN;NEIN;auf;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erfahren;NA;NEIN;NEIN
555;em fall/ so gutt oder irrig au√üdeuten/ auf seine ;Verantwortung;"/ als Er will und kan; allermassen bekant ist/ da√";HUMA_P1_NoD_1674_NaturalienKammerRAW.txt;HUMA;P1;NoD;1674;1675;NaturalienKammerRAW.txt;NA;Verantwortung;NA;NEIN;s;NEIN;auf;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verantworten;NA;NEIN;NEIN
